FILE NAME,SITE NAME,SITE CODE,COUNTRY,CONTRIBUTOR (ABBREVIATED),CONTRIBUTOR (FULL),CONTRIBUTOR WEBSITE,CONTRIBUTOR CONTACT,ORGINATOR,ORIGINATOR WEBSITE,ORIGINATOR CONTACT,LATITUDE,LONGITUDE,COORDINATE SYSTEM,START DATE/TIME,END DATE/TIME,NUMBER OF YEARS,TIME ZONE HOURS,DATUM INFORMATION,INSTRUMENT,PRECISION,NULL VALUE,GAUGE TYPE,OVERALL RECORD QUALITY
st_johns_r_blw_shands_bridge_nr_grn_cove_sprg_fl-2245340-usa-usgs,St_Johns_R_Blw_Shands_Bridge_Nr_Grn_Cove_Sprg_Fl,2245340,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  30.00592220, -81.61513610,NAD83,2017/06/01 21:00:00,2025/04/30 22:00:00,9,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
julington_crk_at_old_st_august_rd_nr_bayard_fl-2246160-usa-usgs,Julington_Crk_At_Old_St_August_Rd_Nr_Bayard_Fl,2246160,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  30.14333056, -81.55590000,NAD83,2015/09/28 18:00:00,2025/04/30 23:00:00,11,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
st_johns_river_at_jacksonville_fl-2246500-usa-usgs,St_Johns_River_At_Jacksonville_Fl,2246500,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  30.32246160, -81.66537350,NAD27,2007/10/01 05:00:00,2025/04/30 23:00:00,16,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
trout_r_nr_jacksonville_fla-2246621-usa-usgs,Trout_R_Nr_Jacksonville_Fla,2246621,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  30.41746058, -81.69648758,NAD27,2016/01/05 20:00:00,2025/04/30 22:00:00,10,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
broward_river_bl_biscayne_blvd_nr_jacksonville_fl-2246751-usa-usgs,Broward_River_Bl_Biscayne_Blvd_Nr_Jacksonville_Fl,2246751,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  30.44333889, -81.66820000,NAD83,2015/09/29 15:00:00,2025/04/30 23:00:00,11,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
dunn_creek_at_dunn_creek_rd_nr_eastport_fl-2246804-usa-usgs,Dunn_Creek_At_Dunn_Creek_Rd_Nr_Eastport_Fl,2246804,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  30.45494167, -81.59688889,NAD83,2016/01/07 13:00:00,2025/04/30 22:00:00,10,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
clapboard_creek_nr_jacksonville_fl-2246825-usa-usgs,Clapboard_Creek_Nr_Jacksonville_Fl,2246825,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  30.44838056, -81.51826110,NAD83,2015/09/29 19:00:00,2025/04/30 22:00:00,11,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
pellicer_creek_near_espanola_fl-2247222-usa-usgs,Pellicer_Creek_Near_Espanola_Fl,2247222,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  29.66941676, -81.25951080,NAD27,2007/10/01 05:00:00,2025/04/30 23:00:00,16,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
tomoka_river_near_ormond_beach_fl-2247598-usa-usgs,Tomoka_River_Near_Ormond_Beach_Fl,2247598,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  29.34081170, -81.08616829,NAD27,2007/10/01 05:00:00,2013/10/01 04:00:00,4,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
haulover_canal_near_mimsfl-2248380-usa-usgs,Haulover_Canal_Near_MimsFl,2248380,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  28.73638079, -80.75477300,NAD27,2007/10/01 05:00:00,2025/04/30 22:00:00,16,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
indian_river_at_wabasso_fl-2251800-usa-usgs,Indian_River_At_Wabasso_Fl,2251800,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  27.75447297, -80.42755160,NAD27,2007/10/01 05:00:00,2025/04/30 23:00:00,16,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
st_lucie_river_at_speedy_point_stuart_fl-2277100-usa-usgs,St_Lucie_River_At_Speedy_Point_Stuart_Fl,2277100,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  27.20480000, -80.25878330,NAD83,2007/10/01 05:00:00,2025/04/30 22:00:00,19,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
st_lucie_estuary_at_a1a_steele_ptstuart_fl-2277110-usa-usgs,St_Lucie_Estuary_At_A1A_Steele_PtStuart_Fl,2277110,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  27.19902778, -80.20744440,NAD83,2007/10/01 05:00:00,2025/04/30 22:00:00,15,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
lox_river_at_eco_dock_nr_jupiter_fl-2277743-usa-usgs,Lox_River_At_Eco_Dock_Nr_Jupiter_Fl,2277743,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  26.94674444, -80.08508889,NAD83,2019/10/29 16:00:00,2021/07/20 13:00:00,3,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
santa_margarita_r_a_mouth_nr_oceanside_ca-11046050-usa-usgs,Santa_Margarita_R_A_Mouth_Nr_Oceanside_Ca,11046050,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  33.23780556,-117.39530560,NAD83,2007/10/01 08:00:00,2025/04/30 22:00:00,13,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,Possible datum issues
delta_cross_channel_nr_walnut_grove-11336600-usa-usgs,Delta_Cross_Channel_Nr_Walnut_Grove,11336600,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.24472220,-121.50527780,NAD83,2007/10/01 08:00:00,2025/04/30 22:00:00,19,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
sacramento_r_a_verona_ca-11425500-usa-usgs,Sacramento_R_A_Verona_Ca,11425500,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.77434584,-121.59829280,NAD27,2007/10/01 08:00:00,2025/04/30 22:00:00,19,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
sacramento_r_a_freeport_ca-11447650-usa-usgs,Sacramento_R_A_Freeport_Ca,11447650,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.45566389,-121.50161670,NAD83,2007/10/01 08:00:00,2025/04/30 23:00:00,19,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
sutter_slough_a_courtland_ca-11447830-usa-usgs,Sutter_Slough_A_Courtland_Ca,11447830,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.32916667,-121.57916670,NAD83,2007/10/01 08:00:00,2025/04/30 23:00:00,19,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
steamboat_slough_nr_walnut_grove_ca-11447850-usa-usgs,Steamboat_Slough_Nr_Walnut_Grove_Ca,11447850,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.28472220,-121.58666670,NAD83,2007/10/01 08:00:00,2025/04/30 23:00:00,19,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
sacramento_r_ab_delta_cross_channel_ca-11447890-usa-usgs,Sacramento_R_Ab_Delta_Cross_Channel_Ca,11447890,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.25769218,-121.51828650,NAD27,2007/10/01 08:00:00,2025/04/30 23:00:00,19,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
georgiana_slough_nr_sacramento_r-11447903-usa-usgs,Georgiana_Slough_Nr_Sacramento_R,11447903,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.23722220,-121.51750000,NAD83,2007/10/01 08:00:00,2025/04/30 23:00:00,19,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
sacramento_r_bl_georgiana_slough_ca-11447905-usa-usgs,Sacramento_R_Bl_Georgiana_Slough_Ca,11447905,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.23880385,-121.52273090,NAD27,2007/10/01 08:00:00,2025/04/30 23:00:00,19,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
sacramento_r_deep_water_ship_channel_nr_freeport-11455095-usa-usgs,Sacramento_R_Deep_Water_Ship_Channel_Nr_Freeport,11455095,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.47686944,-121.58364170,NAD83,2018/08/10 01:00:00,2025/04/30 22:00:00,6,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
toe_drain_a_liberty_island_nr_courtland_ca-11455140-usa-usgs,Toe_Drain_A_Liberty_Island_Nr_Courtland_Ca,11455140,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.34916667,-121.64472220,NAD83,2015/11/10 21:00:00,2025/04/30 21:00:00,11,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
ulatis_c_nr_elmira_ca-11455268-usa-usgs,Ulatis_C_Nr_Elmira_Ca,11455268,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.29416667,-121.75972220,NAD83,2018/08/16 20:00:00,2019/01/15 18:00:00,2,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
shag_slough_a_liberty_island_nr_courtland_ca-11455276-usa-usgs,Shag_Slough_A_Liberty_Island_Nr_Courtland_Ca,11455276,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.30785830,-121.69242780,NAD83,2018/08/28 08:00:00,2025/04/30 22:00:00,8,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
cache_slough_nr_hastings_tract_nr_rio_vista_ca-11455280-usa-usgs,Cache_Slough_Nr_Hastings_Tract_Nr_Rio_Vista_Ca,11455280,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.27555556,-121.70916670,NAD83,2018/08/10 21:00:00,2023/01/07 17:00:00,6,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
russian_r_a_highway_1_bridge_nr_jenner_ca-11467270-usa-usgs,Russian_R_A_Highway_1_Bridge_Nr_Jenner_Ca,11467270,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.43402220,-123.10110830,NAD83,2018/04/26 23:00:00,2025/04/30 23:00:00,8,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
loxahatchee_river_at_mile_91_near_jupiter_fl-265906080093500-usa-usgs,Loxahatchee_River_At_Mile_91_Near_Jupiter_Fl,265906080093500,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  26.98528333, -80.16000000,NAD83,2007/10/01 05:00:00,2025/04/30 23:00:00,19,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
lox_river_at_boy_scout_camp_nr_hobe_sound_fl-265912080082900-usa-usgs,Lox_River_At_Boy_Scout_Camp_Nr_Hobe_Sound_Fl,265912080082900,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  26.98700050, -80.14115450,NAD27,2007/10/01 05:00:00,2011/11/02 03:00:00,5,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
lox_river_at_outlet_of_kitchings_creek_fl-265929080091800-usa-usgs,Lox_River_At_Outlet_Of_Kitchings_Creek_Fl,265929080091800,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  26.99140000, -80.15483330,NAD83,2007/10/01 05:00:00,2025/04/30 23:00:00,19,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
stjohns_river_buckman_bridge_at_jacksonvillefl-301124081395901-usa-usgs,StJohns_River_Buckman_Bridge_At_JacksonvilleFl,301124081395901,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  30.19024050, -81.66620480,NAD27,2017/10/25 21:00:00,2025/04/30 23:00:00,9,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
liberty_cut_a_five_points_ca-381749121400201-usa-usgs,Liberty_Cut_A_Five_Points_Ca,381749121400201,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  38.29684444,-121.66708600,NAD83,2018/08/09 20:00:00,2018/11/06 20:00:00,1,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
watch_hill_cove_tide_gage_westerly_ri-411838071513000-usa-usgs,Watch_Hill_Cove_Tide_Gage_Westerly_Ri,411838071513000,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  41.31055556, -71.85833330,NAD83,2015/08/04 04:00:00,2025/04/30 22:00:00,11,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
broad_river_near_the_cutoff_fl-2290878-usa-usgs,Broad_River_Near_The_Cutoff_Fl,2290878,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  25.50138889, -81.07694440,NAD83,2007/10/01 05:00:00,2025/05/01 02:00:00,19,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
chatham_river_near_the_watson_place_fl-2290888-usa-usgs,Chatham_River_Near_The_Watson_Place_Fl,2290888,USA,USGS,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",stalke@calpoly.edu,United States Geological Survey (USGS),"https://waterdata.usgs.gov/nwis",https://answers.usgs.gov,  25.70916667, -81.24972220,NAD83,2007/10/01 05:00:00,2025/05/01 02:00:00,19,0,USGS Station Datum (see station page for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues
